Text,gold_ner,gold_re,wx_ner,gpt_re
考异曰：华峤谱叙曰：「孙策略有扬州，盛兵徇豫章，一郡大恐，官属请出郊迎。,"{'书籍': ['考异', '谱叙'], '人物': ['华峤', '孙策'], '地点': ['扬州', '豫章']}","{'攻伐': [['孙策', '豫章'], ['孙策', '扬州']], '作者': [['华峤', '谱叙']]}","{'人物': ['孙策'], '地点': ['扬州', '豫章'], '书籍': ['考异', '华峤谱叙']}","{'攻伐': [['孙策', '扬州'], ['孙策', '豫章']]}"
刘繇、王朗各据州郡，论安言计，动引圣人，羣疑满腹，众难塞胸，今岁不战，明年不征，使孙策坐大，遂幷江东。,"{'人物': ['刘繇', '王朗', '孙策'], '地点': ['江东']}","{'攻伐': [['孙策', '江东']]}","{'人物': ['刘繇', '王朗', '孙策', '安'], '地点': ['江东'], '时间': ['今岁', '明年']}","{'其他': [['刘繇', '王朗']], '攻伐': [['孙策', '江东']]}"
书曰：象傲。尙据冀州，故称之。,"{'书籍': ['书'], '地点': ['象', '冀州'], '人物': ['尙']}","{'攻伐': [['尙', '冀州']]}","{'人物': ['象'], '地点': ['冀州']}",{'攻伐': []}
」操曰：「人苦无足，旣得陇，复望蜀邪！」光武诏岑彭等曰：「人苦不知足，旣得陇，复望蜀。,"{'人物': ['操', '光武', '岑彭'], '地点': ['陇', '蜀', '陇', '蜀']}","{'攻伐': [['操', '陇']], '见面': [['光武', '岑彭']]}","{'人物': ['操', '岑彭', '光武'], '地点': ['蜀', '陇']}",{}
魏正始中，毌丘俭屠丸都，铭不耐城而还。,"{'时间': ['魏正始中'], '人物': ['毌丘俭'], '地点': ['丸都', '不耐城']}","{'攻伐': [['毌丘俭', '丸都']]}","{'人物': ['毌丘俭', '铭'], '地点': ['丸都'], '时间': ['魏正始中']}","{'攻伐': [['毌丘俭', '丸都']]}"
羽围堑鹿角十重，重，直龙翻。晃追羽，与俱入围中，破之，傅方、胡脩皆死，羽遂撤围退，然舟船犹据沔水，襄阳隔绝不通。,"{'人物': ['羽', '晃', '羽', '傅方', '胡脩', '羽'], '地点': ['沔水', '襄阳']}","{'攻伐': [['晃', '羽']], '管理': [['羽', '沔水'], ['羽', '襄阳']]}","{'人物': ['傅方', '羽', '胡脩', '晃', '羽'], '地点': ['襄阳', '沔水', '鹿角']}","{'攻伐': [['晃', '羽']], '打败': [['晃', '羽']]}"
关中诸将以袁、曹方争，皆中立顾望。凉州牧韦端使从事天水杨阜诣许，阜还，关右诸将问：「袁、曹胜败孰在？」阜曰：「袁公宽而不断，好谋而少决；不断则无威，断，丁乱翻；下同。,"{'地点': ['关', '凉州', '天水', '许', '关'], '人物': ['袁', '曹', '韦端', '杨阜', '阜', '袁', '曹', '阜', '袁公'], '职官': ['牧', '从事']}","{'攻伐': [['袁', '曹']], '管理': [['韦端', '凉州']], '任职': [['韦端', '牧'], ['杨阜', '从事']], '生于地点': [['杨阜', '天水']], '派遣': [['韦端', '杨阜']], '到达': [['杨阜', '许']]}","{'人物': [['阜', 1.0], ['曹', 0.9999], ['袁公', 0.9999], ['韦端', 0.9999], ['杨阜', 0.9999], ['袁', 0.9998]], '地点': [['凉州', 0.9998], ['许', 0.9997], ['关', 0.9996], ['天水', 0.9994], ['关中', 0.9892]], '职官': [['牧', 0.9996], ['从事', 0.9994]]}","{'管理': [['韦端', '凉州']], '到达': [['杨阜', '许']], '派遣': [['韦端', '杨阜']], '任职': [['韦端', '牧'], ['杨阜', '从事']], '生于地点': [['杨阜', '天水']]}"
宋白曰：义阳，唐为申州，宋为信阳军。备还治成都，以许靖为太傅，法正为尙书令，关羽为前将军，张飞为右将军，马超为左将军，黄忠为后将军，前、后、左、右将军皆汉官。,"{'人物': ['宋白', '备', '许靖', '法正', '关羽', '张飞', '马超', '黄忠'], '地点': ['义阳', '申州', '信阳军', '成都'], '时间': ['唐', '宋', '汉'], '职官': ['太傅', '尙书令', '前将军', '右将军', '左将军', '后将军', '前、后、左、右将军']}","{'任职': [['关羽', '前将军'], ['张飞', '右将军'], ['法正', '尙书令'], ['马超', '左将军'], ['黄忠', '后将军'], ['许靖', '太傅']], '管理': [['备', '成都']], '封': [['备', '张飞'], ['备', '关羽'], ['备', '许靖'], ['备', '马超'], ['备', '法正'], ['备', '黄忠']], '地点别名': [['义阳', '信阳军'], ['义阳', '申州']]}","{'人物': ['宋白', '马超', '关羽', '法正', '黄忠', '张飞', '许靖', '备'], '地点': ['申州', '成都', '义阳', '信阳军'], '职官': ['太傅', '后将军', '左将军', '右将军', '前将军', '尙书令', '左', '后', '前'], '时间': ['唐', '宋', '汉']}","{'任职': [['张飞', '右将军'], ['马超', '左将军'], ['法正', '尙书令'], ['黄忠', '后将军'], ['关羽', '前将军'], ['许靖', '太傅']], '封': [['备', '许靖'], ['备', '张飞'], ['备', '关羽'], ['备', '法正'], ['备', '黄忠'], ['备', '马超']], '其他': [['备', '成都']]}"
术使孙坚击刘表，表遣其将黄祖逆战于樊、邓之间，邓县，属南阳郡。樊城，周仲山甫之邑，在汉水北。,"{'人物': ['术', '孙坚', '刘表', '表', '黄祖', '仲山甫'], '地点': ['樊', '邓', '邓县', '南阳郡', '樊城', '汉水'], '时间': ['周']}","{'属地': [['邓县', '南阳郡']], '攻伐': [['孙坚', '刘表']], '管理': [['仲山甫', '樊城']], '派遣': [['表', '黄祖'], ['术', '孙坚']], '位于': [['黄祖', '樊'], ['黄祖', '邓']], '生于地点': [['仲山甫', '周']]}","{'人物': ['术', '孙坚', '刘表', '黄祖', '表', '周仲山甫'], '地点': ['邓', '樊', '樊城', '汉水', '南阳郡', '邓县']}","{'攻伐': [['孙坚', '刘表']], '派遣': [['表', '黄祖'], ['术', '孙坚'], ['术', '黄祖']], '属地': [['邓县', '南阳郡']]}"
」后魏陆侯治高车，与潜异世而同辙。,"{'时间': ['后魏'], '人物': ['陆侯', '潜'], '地点': ['高车']}","{'管理': [['陆侯', '高车']]}","{'人物': ['潜', '陆侯'], '地点': ['后魏']}","{'生于地点': [['陆侯', '后魏']], '其他': [['陆侯', '潜']]}"
郃，古合翻。吴建威将军吕范督五军，以舟军拒休等，左将军诸葛瑾、平北将军潘璋、将军杨粲救南郡，裨将军朱桓以濡须督拒曹仁。,"{'地点': ['吴', '南郡', '濡须'], '职官': ['建威将军', '左将军', '平北将军', '将军', '裨将军'], '人物': ['吕范', '休', '诸葛瑾', '潘璋', '杨粲', '朱桓', '曹仁']}","{'攻伐': [['朱桓', '曹仁'], ['吕范', '休']], '任职': [['朱桓', '裨将军'], ['潘璋', '平北将军'], ['诸葛瑾', '左将军'], ['杨粲', '将军'], ['吕范', '建威将军']], '隶属于': [['吕范', '吴']], '救援': [['潘璋', '南郡'], ['诸葛瑾', '南郡'], ['杨粲', '南郡']]}",{},"{'任职': [['朱桓', '裨将军'], ['吕范', '建威将军'], ['潘璋', '平北将军'], ['诸葛瑾', '左将军'], ['杨粲', '将军']], '派遣': [['诸葛瑾', '南郡'], ['潘璋', '南郡'], ['杨粲', '南郡'], ['朱桓', '濡须']], '救援': [['诸葛瑾', '南郡'], ['潘璋', '南郡'], ['杨粲', '南郡'], ['朱桓', '濡须']], '攻伐': [['朱桓', '曹仁']], '位于': [['吴', '南郡'], ['朱桓', '濡须']], '管理': [['朱桓', '濡须']]}"
3曹洪将击吴兰，张飞屯固山，声言欲断军后，断，丁管翻；下同。,"{'人物': ['曹洪', '吴兰', '张飞'], '地点': ['固山']}","{'位于': [['张飞', '固山']]}","{'人物': ['曹洪', '吴兰', '张飞'], '地点': ['固山']}","{'攻伐': [['曹洪', '吴兰']], '位于': [['张飞', '固山']]}"
今北土未平，马超、韩遂尙在关西，为操后患；而操舍鞍马，仗舟楫，与吴、越争衡；舍，读曰舍。,"{'人物': ['马超', '韩遂', '操', '操'], '地点': ['关西', '吴', '越']}","{'位于': [['马超', '关西'], ['韩遂', '关西']]}","{'人物': ['马超', '韩遂', '操'], '地点': ['关西'], '团体': ['越', '吴']}","{'位于': [['韩遂', '关西'], ['马超', '关西']]}"
为曹操因河东资实以平关中张本。杜畿之子为杜恕，恕之子为杜预。其守河东，观其方略，固未易才也。,"{'人物': ['曹操', '杜畿', '杜恕', '恕', '杜预'], '地点': ['河东', '关', '河东']}","{'位于': [['杜畿', '河东']], '父': [['恕', '杜预'], ['杜畿', '杜恕']], '祖孙': [['杜畿', '杜预']]}","{'人物': ['曹操', '杜畿', '杜恕', '杜预', '张本'], '地点': ['河东', '关中']}","{'父': [['杜畿', '杜恕']], '攻伐': [['曹操', '张本']], '其他': [['杜畿', '河东'], ['曹操', '河东']]}"
7鲁肃卒，孙权以从事中郞彭城严畯代肃，畯，音俊。督兵万人鎭陆口。,"{'人物': ['鲁肃', '孙权', '严畯', '肃'], '职官': ['从事中郞'], '地点': ['彭城', '陆口']}","{'其他': [['严畯', '肃']], '任职': [['严畯', '从事中郞']], '位于': [['严畯', '陆口']], '生于地点': [['严畯', '彭城']], '封': [['孙权', '严畯']]}","{'人物': ['鲁肃', '孙权', '严畯'], '地点': ['彭城', '陆口'], '职官': ['从事中郞']}","{'生于地点': [['严畯', '彭城']], '任职': [['严畯', '从事中郞']], '封': [['孙权', '严畯']], '位于': [['畯', '陆口'], ['孙权', '陆口']]}"
1春，正月，曹操济河，遏淇水入白沟以通粮道。袁尙在邺，操将攻之，故通粮道。,"{'时间': ['春', '正月'], '人物': ['曹操', '袁尙', '操'], '地点': ['河', '淇水', '白沟', '邺']}","{'位于': [['袁尙', '邺']], '游历': [['曹操', '河']]}","{'人物': ['曹操', '袁尙'], '地点': ['河', '邺', '白沟', '淇水'], '时间': ['正月', '春']}","{'位于': [['袁尙', '邺']], '游历': [['曹操', '河']]}"
敍母骂之曰：「汝背父之逆子，杀君之桀贼，背父，谓马腾在邺，不顾而反；杀君，谓杀韦康也。,"{'人物': ['敍', '马腾', '韦康'], '地点': ['邺']}","{'位于': [['马腾', '邺']], '杀': [['马腾', '韦康']]}","{'人物': ['敍', '马腾', '韦康'], '地点': ['邺']}","{'背父': [['敍', '马腾']], '杀君': [['敍', '韦康']], '位于': [['马腾', '邺']]}"
曹操曰：「布一旦得一州，不能据东平，断亢父、泰山之道，乘险要我，东平国，当亢父、泰山之道。亢父本属东平，章帝元和元年，分属任城。贤曰：亢父故城在今兖州任城县。断，丁管翻。亢父，音抗甫。要，一遥翻。而乃屯濮阳，吾知其无能为也。,"{'人物': ['曹操', '布', '贤'], '地点': ['东平', '亢父', '泰山', '东平国', '亢父', '泰山', '亢父', '东平', '任城', '亢父', '兖州', '任城县', '濮阳'], '时间': ['章帝元和元年']}","{'属地': [['亢父', '任城县'], ['任城县', '兖州'], ['亢父', '任城'], ['亢父', '兖州']], '位于': [['布', '濮阳']], '旧属': [['亢父', '东平']]}","{'地点': ['亢父', '任城县', '兖州', '濮阳', '东平', '泰山', '东平国'], '人物': ['曹操', '布', '贤'], '时间': ['章帝元和元年']}","{'属地': [['任城县', '兖州']], '位于': [['亢', '濮阳'], ['亢父', '濮阳'], ['亢', '濮阳'], ['亢父', '濮阳']], '任职': [['亢', '亢父'], ['亢父', '亢'], ['亢', '亢父']], '攻伐': [['布', '东平']], '其他': [['布', '亢父'], ['布', '亢'], ['亢父', '亢']]}"
羽谓曰：「卿兄在汉中，魏略曰：德从兄柔在蜀。,"{'人物': ['羽', '德', '柔'], '地点': ['汉中', '蜀'], '书籍': ['魏略']}","{'位于': [['柔', '蜀']], '兄弟': [['柔', '德']]}","{'人物': ['柔', '德', '羽'], '书籍': ['魏略'], '地点': ['汉中', '蜀']}","{'位于': [['柔', '蜀']], '其他': [['柔', '德']]}"
鲁母以鬼道常往来焉家，焉乃以鲁为督义司马，洪氏隶释曰：刘焉在蜀，创置督义司马，助义、褒义校尉。刘表在荆州，亦置绥民校尉。,"{'人物': ['鲁', '焉', '焉', '鲁', '洪氏', '刘焉', '刘表'], '职官': ['督义司马'], '书籍': ['隶释'], '地点': ['蜀', '荆州']}","{'任职': [['鲁', '督义司马']], '位于': [['刘焉', '蜀'], ['刘表', '荆州']], '封': [['焉', '鲁']], '作者': [['洪氏', '隶释']], '其他': [['鲁', '焉']]}","{'人物': ['鲁', '焉', '刘表', '刘焉', '洪氏'], '地点': ['荆州', '蜀'], '职官': ['督义司马', '绥民校尉', '褒义校尉', '助义'], '书籍': ['隶释']}","{'位于': [['刘表', '荆州'], ['刘焉', '蜀']], '作者': [['洪氏', '隶释']], '任职': [['鲁', '督义司马']], '封': [['焉', '鲁']]}"
九月，操还鄄城。布到乘氏，乘氏县，属济阴郡。应劭曰：春秋，鲁败宋师于乘丘，卽其地。宋白曰：今济州钜野县西南五十七里乘氏故城是也。乘，绳证翻。为其县人李进所破，东屯山阳。,"{'时间': ['九月', '春秋'], '人物': ['操', '布', '应劭', '宋白', '李进'], '地点': ['鄄城', '乘氏', '乘氏县', '济阴郡', '鲁', '宋', '乘丘', '济州', '钜野县', '乘氏', '山阳']}","{'到达': [['布', '乘氏'], ['操', '鄄城']], '属地': [['乘氏县', '济阴郡'], ['钜野县', '济州']], '位于': [['布', '山阳']], '打败': [['李进', '布'], ['鲁', '宋']]}","{'人物': ['操', '宋白', '应劭', '布', '李进'], '地点': ['乘丘', '乘氏', '山阳', '乘氏', '鄄城', '宋', '钜野县', '乘氏县', '济阴郡', '鲁', '济州'], '时间': ['春秋', '九月']}","{'到达': [['操', '鄄城'], ['布', '乘氏']], '属地': [['乘氏县', '济阴郡'], ['钜野县', '济州']], '生于地点': [['李进', '乘氏']]}"
壬申，腾、遂勒兵屯长平观。,"{'时间': ['壬申'], '人物': ['腾', '遂'], '地点': ['长平观']}","{'位于': [['遂', '长平观'], ['腾', '长平观']]}","{'人物': ['腾', '遂'], '时间': ['壬申'], '地点': ['长平观']}","{'位于': [['遂', '长平观'], ['腾', '长平观']]}"
渊以为：「遂兵精，兴国城固，攻不可卒拔，不如击长离诸羌。,"{'人物': ['渊', '遂'], '地点': ['兴国', '长离'], '团体': ['羌']}","{'位于': [['羌', '长离']]}","{'人物': ['渊', '遂'], '地点': ['长离', '兴国'], '团体': ['羌']}","{'位于': [['羌', '长离']]}"
于是东宫号为多士。太子使侍中胡综作宾友目目者，因其人之才品为之品题也。,"{'人物': ['太子', '胡综'], '职官': ['侍中'], '书籍': ['宾友目']}","{'任职': [['胡综', '侍中']], '派遣': [['太子', '胡综']], '作者': [['胡综', '宾友目']]}","{'人物': ['胡综', '太子'], '职官': ['侍中']}","{'任职': [['胡综', '侍中']], '派遣': [['太子', '胡综']]}"
滋驰至，谕降八百馀人，贵穷，走出砦。招讨使令滋给赐降卒及迁补将吏，滋以为如是是诱其为乱，藏其牒不用，还，为招讨使所怒，故赏弗行。,"{'人物': ['滋', '贵', '招讨使', '滋', '滋', '招讨使']}","{'派遣': [['招讨使', '滋']], '其他': [['滋', '招讨使']]}","{'人物': ['滋', '贵'], '团体': ['八百馀人'], '职官': ['招讨使'], '将吏': ['降卒']}","{'任职': [['滋', '招讨使']]}"
吿急于夏侯渊，诸将议欲须魏公操节度。渊曰：「公在邺，反覆四千里，比报，敍等必败，非救急也。」比，必寐翻。遂行，使张郃督步骑五千为前军。,"{'人物': ['夏侯渊', '魏公操', '渊', '敍', '张郃'], '地点': ['邺']}","{'位于': [['魏公操', '邺']], '派遣': [['渊', '张郃']]}","{'人物': ['夏侯渊', '渊', '张郃', '魏公操', '敍'], '地点': ['邺']}","{'派遣': [['渊', '张郃']]}"
及策攻庐江，繇闻之，以景、贲本术所置，惧为袁、孙所幷，遂构嫌隙，迫逐景、贲；景、贲退屯历阳，历阳县属九江郡，今和州。繇遣将樊能、于糜屯横江，张英屯当利口以拒之。,"{'人物': ['策', '繇', '景', '贲', '术', '袁', '孙', '景', '贲', '景', '贲', '繇', '樊能', '于糜', '张英'], '地点': ['庐江', '历阳', '历阳县', '九江郡', '和州', '横江', '当利口']}","{'其他': [['繇', '贲'], ['繇', '景']], '属地': [['历阳县', '九江郡']], '攻伐': [['策', '庐江']], '位于': [['贲', '历阳'], ['景', '历阳'], ['张英', '当利口'], ['于糜', '横江'], ['樊能', '横江']], '派遣': [['繇', '于糜'], ['繇', '樊能'], ['繇', '张英']], '害怕': [['繇', '孙'], ['繇', '袁']], '地点别名': [['历阳县', '和州']]}","{'人物': ['张英', '樊能', '繇', '景', '贲', '策', '于糜', '术', '袁', '孙'], '地点': ['庐江', '横江', '历阳', '历阳县', '和州', '九江郡', '当利口']}","{'位于': [['于糜', '横江'], ['张英', '当利口'], ['樊能', '横江'], ['景', '历阳'], ['贲', '历阳'], ['景', '横江']], '属地': [['历阳县', '九江郡']], '攻伐': [['策', '庐江']], '派遣': [['繇', '樊能'], ['繇', '于糜'], ['繇', '张英']], '地点别名': [['历阳县', '和州']]}"
阳人聚故城，在梁县西。卓遣东郡太守胡轸督步骑五千击之，以吕布为骑督。,"{'地点': ['阳人', '梁县', '东郡'], '人物': ['卓', '胡轸', '吕布'], '职官': ['太守', '骑督']}","{'派遣': [['卓', '胡轸']], '封': [['卓', '吕布']], '任职': [['胡轸', '太守'], ['吕布', '骑督']], '管理': [['胡轸', '东郡']]}","{'人物': ['卓', '胡轸', '吕布'], '地点': ['梁县', '东郡'], '职官': ['骑督', '太守']}","{'派遣': [['卓', '胡轸']], '任职': [['吕布', '骑督'], ['胡轸', '太守']], '管理': [['胡轸', '东郡']]}"
